"success","failure","stt","reg","eth","inc","age","z.inc","z.incstt","z.trnprv","z.repprv","reg.eth","reg.inc","reg.age","stt.eth","stt.inc","stt.age","eth.inc","eth.age","inc.age","reg.eth.inc","reg.eth.age","reg.inc.age","stt.eth.inc","stt.eth.age","stt.inc.age","eth.inc.age","reg.eth.inc.age","stt.eth.inc.age","year" 
34,18,34,3,1,1,3,-0.707020120633347,-0.459763808298254,-0.266729128876279,0.160180590494694,"3-1","3-1","3-3","34-1","34-1","34-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","34-1-1","34-1-3","34-1-3","1-1-3","3-1-1-3","34-1-1-3",2
12,10,35,2,1,1,3,-0.707020120633347,-0.344405289590802,0.285130693283352,0.529391426685036,"2-1","2-1","2-3","35-1","35-1","35-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","35-1-1","35-1-3","35-1-3","1-1-3","2-1-1-3","35-1-1-3",2
32,38,36,2,1,1,3,-0.707020120633347,-0.141312159758655,0.3869358120165,-0.084361651657351,"2-1","2-1","2-3","36-1","36-1","36-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","36-1-1","36-1-3","36-1-3","1-1-3","2-1-1-3","36-1-1-3",2
17,15,37,3,1,1,3,-0.707020120633347,-0.594101099697038,-0.347655577468685,0.610905507402384,"3-1","3-1","3-3","37-1","37-1","37-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","37-1-1","37-1-3","37-1-3","1-1-3","3-1-1-3","37-1-1-3",2
24,14,38,4,1,1,3,-0.707020120633347,-0.0892387300610871,0.809898496344602,-0.237799921242948,"4-1","4-1","4-3","38-1","38-1","38-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","38-1-1","38-1-3","38-1-3","1-1-3","4-1-1-3","38-1-1-3",2
33,42,39,1,1,1,3,-0.707020120633347,-0.0464182963019978,0.0988279099039965,-0.199440353846549,"1-1","1-1","1-3","39-1","39-1","39-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","39-1-1","39-1-3","39-1-3","1-1-3","1-1-1-3","39-1-1-3",2
17,17,40,1,1,1,3,-0.707020120633347,0.281421428408759,-0.31214155974011,-0.645370324829689,"1-1","1-1","1-3","40-1","40-1","40-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","40-1-1","40-1-3","40-1-3","1-1-3","1-1-1-3","40-1-1-3",2
14,20,41,3,1,1,3,-0.707020120633347,-0.491777823443062,-0.691168096773345,0.275259292683891,"3-1","3-1","3-3","41-1","41-1","41-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","41-1-1","41-1-3","41-1-3","1-1-3","3-1-1-3","41-1-1-3",2
16,16,42,2,1,1,3,-0.707020120633347,-0.237826986007454,0.585559174963703,0.385543048948539,"2-1","2-1","2-3","42-1","42-1","42-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","42-1-1","42-1-3","42-1-3","1-1-3","2-1-1-3","42-1-1-3",2
15,22,43,3,1,1,3,-0.707020120633347,-0.554522591522233,-0.469175211006838,0.208130049740193,"3-1","3-1","3-3","43-1","43-1","43-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","43-1-1","43-1-3","43-1-3","1-1-3","3-1-1-3","43-1-1-3",2
31,40,44,3,1,1,3,-0.707020120633347,-0.33643555586277,-0.756273478980924,0.414312724495838,"3-1","3-1","3-3","44-1","44-1","44-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","44-1-1","44-1-3","44-1-3","1-1-3","3-1-1-3","44-1-1-3",2
9,4,45,4,1,1,3,-0.707020120633347,0.4141377570154,-0.185729329936138,0.980116343592726,"4-1","4-1","4-3","45-1","45-1","45-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","45-1-1","45-1-3","45-1-3","1-1-3","4-1-1-3","45-1-1-3",2
35,21,46,1,1,1,3,-0.707020120633347,0.116420924191952,0.393663890466099,-0.63098548705604,"1-1","1-1","1-3","46-1","46-1","46-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","46-1-1","46-1-3","46-1-3","1-1-3","1-1-1-3","46-1-1-3",2
11,12,47,3,1,1,3,-0.707020120633347,0.529293655373834,-0.035644409198233,0.0594867260791461,"3-1","3-1","3-3","47-1","47-1","47-3","1-1","1-3","1-3","3-1-1","3-1-3","3-1-3","47-1-1","47-1-3","47-1-3","1-1-3","3-1-1-3","47-1-1-3",2
25,22,48,4,1,1,3,-0.707020120633347,0.419203265740844,0.295223487185764,-0.309724110111196,"4-1","4-1","4-3","48-1","48-1","48-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","48-1-1","48-1-3","48-1-3","1-1-3","4-1-1-3","48-1-1-3",2
16,39,49,1,1,1,3,-0.707020120633347,-0.657791429404958,-0.695728671817862,0.174565428268343,"1-1","1-1","1-3","49-1","49-1","49-3","1-1","1-3","1-3","1-1-1","1-1-3","1-1-3","49-1-1","49-1-3","49-1-3","1-1-3","1-1-1-3","49-1-1-3",2
26,15,50,2,1,1,3,-0.707020120633347,0.0524604340186754,0.995859202239614,-0.1466959486765,"2-1","2-1","2-3","50-1","50-1","50-3","1-1","1-3","1-3","2-1-1","2-1-3","2-1-3","50-1-1","50-1-3","50-1-3","1-1-3","2-1-1-3","50-1-1-3",2
22,24,51,4,1,1,3,-0.707020120633347,-0.110581406824292,0.195874370704994,0.836267965856229,"4-1","4-1","4-3","51-1","51-1","51-3","1-1","1-3","1-3","4-1-1","4-1-3","4-1-3","51-1-1","51-1-3","51-1-3","1-1-3","4-1-1-3","51-1-1-3",2
23,8,1,3,2,1,3,-0.707020120633347,-0.649078754397193,-0.454684791223693,0.481441967439537,"3-2","3-1","3-3","1-2","1-1","1-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","1-2-1","1-2-3","1-1-3","2-1-3","3-2-1-3","1-2-1-3",2
2,2,3,4,2,1,3,-0.707020120633347,-0.141312159758655,-0.602551260313902,0.117026077173745,"4-2","4-1","4-3","3-2","3-1","3-3","2-1","2-3","1-3","4-2-1","4-2-3","4-1-3","3-2-1","3-2-3","3-1-3","2-1-3","4-2-1-3","3-2-1-3",2
2,7,4,3,2,1,3,-0.707020120633347,-0.713444485268506,-0.731507044283646,0.0978462934755453,"3-2","3-1","3-3","4-2","4-1","4-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","4-2-1","4-2-3","4-1-3","2-1-3","3-2-1-3","4-2-1-3",2
17,7,5,4,2,1,3,-0.707020120633347,0.406708344218082,-0.275726462894433,-0.376853353054895,"4-2","4-1","4-3","5-2","5-1","5-3","2-1","2-3","1-3","4-2-1","4-2-3","4-1-3","5-2-1","5-2-3","5-1-3","2-1-3","4-2-1-3","5-2-1-3",2
0,1,6,4,2,1,3,-0.707020120633347,0.505924775120451,0.45320880043722,-0.0220273546382023,"4-2","4-1","4-3","6-2","6-1","6-3","2-1","2-3","1-3","4-2-1","4-2-3","4-1-3","6-2-1","6-2-3","6-1-3","2-1-3","4-2-1-3","6-2-1-3",2
5,7,7,1,2,1,3,-0.707020120633347,0.881447821966723,0.260399841521967,-0.391238190828545,"1-2","1-1","1-3","7-2","7-1","7-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","7-2-1","7-2-3","7-1-3","2-1-3","1-2-1-3","7-2-1-3",2
4,2,8,1,2,1,3,-0.707020120633347,0.301751003426875,0.0726709137792464,-0.319314001960296,"1-2","1-1","1-3","8-2","8-1","8-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","8-2-1","8-2-3","8-1-3","2-1-3","1-2-1-3","8-2-1-3",2
26,21,9,5,2,1,3,-0.707020120633347,0.335656141829183,-0.129923294637316,-2.07905915627011,"5-2","5-1","5-3","9-2","9-1","9-3","2-1","2-3","1-3","5-2-1","5-2-3","5-1-3","9-2-1","9-2-3","9-1-3","2-1-3","5-2-1-3","9-2-1-3",2
15,12,10,3,2,1,3,-0.707020120633347,-0.249916666832181,0.180840000746796,-0.0172324087136524,"3-2","3-1","3-3","10-2","10-1","10-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","10-2-1","10-2-3","10-1-3","2-1-3","3-2-1-3","10-2-1-3",2
20,15,11,3,2,1,3,-0.707020120633347,-0.03074898931129,-0.518768299334906,0.265669400834791,"3-2","3-1","3-3","11-2","11-1","11-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","11-2-1","11-2-3","11-1-3","2-1-3","3-2-1-3","11-2-1-3",2
21,5,14,2,2,1,3,-0.707020120633347,0.099806055572495,-0.00834641542527003,-0.386443244903995,"2-2","2-1","2-3","14-2","14-1","14-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","14-2-1","14-2-3","14-1-3","2-1-3","2-2-1-3","14-2-1-3",2
7,3,15,2,2,1,3,-0.707020120633347,-0.232018536002278,-0.505235642959893,0.361568319325789,"2-2","2-1","2-3","15-2","15-1","15-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","15-2-1","15-2-3","15-1-3","2-1-3","2-2-1-3","15-2-1-3",2
0,2,16,2,2,1,3,-0.707020120633347,-0.0391915038536972,0.571803390538829,-0.12272121905375,"2-2","2-1","2-3","16-2","16-1","16-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","16-2-1","16-2-3","16-1-3","2-1-3","2-2-1-3","16-2-1-3",2
6,4,17,2,2,1,3,-0.707020120633347,-0.214998426684785,-0.0811438279187263,0.481441967439537,"2-2","2-1","2-3","17-2","17-1","17-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","17-2-1","17-2-3","17-1-3","2-1-3","2-2-1-3","17-2-1-3",2
1,3,18,3,2,1,3,-0.707020120633347,-0.686495978849142,-0.28886683963079,0.34238853562759,"3-2","3-1","3-3","18-2","18-1","18-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","18-2-1","18-2-3","18-1-3","2-1-3","3-2-1-3","18-2-1-3",2
14,7,19,3,2,1,3,-0.707020120633347,-0.701152184094761,-0.173190179823502,0.212924995664742,"3-2","3-1","3-3","19-2","19-1","19-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","19-2-1","19-2-3","19-1-3","2-1-3","3-2-1-3","19-2-1-3",2
1,1,20,1,2,1,3,-0.707020120633347,-0.181160828398817,0.939983140796909,-0.357673569356695,"1-2","1-1","1-3","20-2","20-1","20-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","20-2-1","20-2-3","20-1-3","2-1-3","1-2-1-3","20-2-1-3",2
20,7,21,1,2,1,3,-0.707020120633347,1.03212982151961,0.00496903571440589,-0.453572487847693,"1-2","1-1","1-3","21-2","21-1","21-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","21-2-1","21-2-3","21-1-3","2-1-3","1-2-1-3","21-2-1-3",2
1,3,22,1,2,1,3,-0.707020120633347,0.570290505991763,0.302070675680576,-0.746064189245237,"1-2","1-1","1-3","22-2","22-1","22-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","22-2-1","22-2-3","22-1-3","2-1-3","1-2-1-3","22-2-1-3",2
15,6,23,2,2,1,3,-0.707020120633347,-0.0302762084969152,0.399667563838931,-0.218620137544748,"2-2","2-1","2-3","23-2","23-1","23-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","23-2-1","23-2-3","23-1-3","2-1-3","2-2-1-3","23-2-1-3",2
1,1,24,2,2,1,3,-0.707020120633347,0.538479111195973,1.23190566617998,-0.223415083469298,"2-2","2-1","2-3","24-2","24-1","24-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","24-2-1","24-2-3","24-1-3","2-1-3","2-2-1-3","24-2-1-3",2
48,10,25,3,2,1,3,-0.707020120633347,-0.93686719011877,-0.562275227180357,0.33759358970304,"3-2","3-1","3-3","25-2","25-1","25-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","25-2-1","25-2-3","25-1-3","2-1-3","3-2-1-3","25-2-1-3",2
9,1,26,2,2,1,3,-0.707020120633347,-0.270719022664672,0.224777571790322,0.0355119964563965,"2-2","2-1","2-3","26-2","26-1","26-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","26-2-1","26-2-3","26-1-3","2-1-3","2-2-1-3","26-2-1-3",2
4,0,28,2,2,1,3,-0.707020120633347,0.00126502583351812,0.0101494364550253,0.668444858496983,"2-2","2-1","2-3","28-2","28-1","28-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","28-2-1","28-2-3","28-1-3","2-1-3","2-2-1-3","28-2-1-3",2
5,1,29,4,2,1,3,-0.707020120633347,0.213813771953162,-0.534191463953206,-0.0747717598082512,"4-2","4-1","4-3","29-2","29-1","29-3","2-1","2-3","1-3","4-2-1","4-2-3","4-1-3","29-2-1","29-2-3","29-1-3","2-1-3","4-2-1-3","29-2-1-3",2
0,1,30,1,2,1,3,-0.707020120633347,0.952297404006605,0.751485210665428,-0.170670678299249,"1-2","1-1","1-3","30-2","30-1","30-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","30-2-1","30-2-3","30-1-3","2-1-3","1-2-1-3","30-2-1-3",2
7,1,31,1,2,1,3,-0.707020120633347,1.08676977563807,0.0463432931661646,-0.300134218262096,"1-2","1-1","1-3","31-2","31-1","31-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","31-2-1","31-2-3","31-1-3","2-1-3","1-2-1-3","31-2-1-3",2
0,1,32,4,2,1,3,-0.707020120633347,-0.509743494389305,-0.32648731875549,-0.1179262731292,"4-2","4-1","4-3","32-2","32-1","32-3","2-1","2-3","1-3","4-2-1","4-2-3","4-1-3","32-2-1","32-2-3","32-1-3","2-1-3","4-2-1-3","32-2-1-3",2
14,7,33,1,2,1,3,-0.707020120633347,-0.020010110813348,-0.328765609869447,-0.583036027810541,"1-2","1-1","1-3","33-2","33-1","33-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","33-2-1","33-2-3","33-1-3","2-1-3","1-2-1-3","33-2-1-3",2
20,7,34,3,2,1,3,-0.707020120633347,-0.459763808298254,-0.266729128876279,0.160180590494694,"3-2","3-1","3-3","34-2","34-1","34-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","34-2-1","34-2-3","34-1-3","2-1-3","3-2-1-3","34-2-1-3",2
14,6,36,2,2,1,3,-0.707020120633347,-0.141312159758655,0.3869358120165,-0.084361651657351,"2-2","2-1","2-3","36-2","36-1","36-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","36-2-1","36-2-3","36-1-3","2-1-3","2-2-1-3","36-2-1-3",2
4,4,37,3,2,1,3,-0.707020120633347,-0.594101099697038,-0.347655577468685,0.610905507402384,"3-2","3-1","3-3","37-2","37-1","37-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","37-2-1","37-2-3","37-1-3","2-1-3","3-2-1-3","37-2-1-3",2
0,2,38,4,2,1,3,-0.707020120633347,-0.0892387300610871,0.809898496344602,-0.237799921242948,"4-2","4-1","4-3","38-2","38-1","38-3","2-1","2-3","1-3","4-2-1","4-2-3","4-1-3","38-2-1","38-2-3","38-1-3","2-1-3","4-2-1-3","38-2-1-3",2
16,6,39,1,2,1,3,-0.707020120633347,-0.0464182963019978,0.0988279099039965,-0.199440353846549,"1-2","1-1","1-3","39-2","39-1","39-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","39-2-1","39-2-3","39-1-3","2-1-3","1-2-1-3","39-2-1-3",2
1,4,40,1,2,1,3,-0.707020120633347,0.281421428408759,-0.31214155974011,-0.645370324829689,"1-2","1-1","1-3","40-2","40-1","40-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","40-2-1","40-2-3","40-1-3","2-1-3","1-2-1-3","40-2-1-3",2
23,14,41,3,2,1,3,-0.707020120633347,-0.491777823443062,-0.691168096773345,0.275259292683891,"3-2","3-1","3-3","41-2","41-1","41-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","41-2-1","41-2-3","41-1-3","2-1-3","3-2-1-3","41-2-1-3",2
7,5,43,3,2,1,3,-0.707020120633347,-0.554522591522233,-0.469175211006838,0.208130049740193,"3-2","3-1","3-3","43-2","43-1","43-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","43-2-1","43-2-3","43-1-3","2-1-3","3-2-1-3","43-2-1-3",2
35,17,44,3,2,1,3,-0.707020120633347,-0.33643555586277,-0.756273478980924,0.414312724495838,"3-2","3-1","3-3","44-2","44-1","44-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","44-2-1","44-2-3","44-1-3","2-1-3","3-2-1-3","44-2-1-3",2
7,4,47,3,2,1,3,-0.707020120633347,0.529293655373834,-0.035644409198233,0.0594867260791461,"3-2","3-1","3-3","47-2","47-1","47-3","2-1","2-3","1-3","3-2-1","3-2-3","3-1-3","47-2-1","47-2-3","47-1-3","2-1-3","3-2-1-3","47-2-1-3",2
1,2,48,4,2,1,3,-0.707020120633347,0.419203265740844,0.295223487185764,-0.309724110111196,"4-2","4-1","4-3","48-2","48-1","48-3","2-1","2-3","1-3","4-2-1","4-2-3","4-1-3","48-2-1","48-2-3","48-1-3","2-1-3","4-2-1-3","48-2-1-3",2
2,4,49,1,2,1,3,-0.707020120633347,-0.657791429404958,-0.695728671817862,0.174565428268343,"1-2","1-1","1-3","49-2","49-1","49-3","2-1","2-3","1-3","1-2-1","1-2-3","1-1-3","49-2-1","49-2-3","49-1-3","2-1-3","1-2-1-3","49-2-1-3",2
11,0,50,2,2,1,3,-0.707020120633347,0.0524604340186754,0.995859202239614,-0.1466959486765,"2-2","2-1","2-3","50-2","50-1","50-3","2-1","2-3","1-3","2-2-1","2-2-3","2-1-3","50-2-1","50-2-3","50-1-3","2-1-3","2-2-1-3","50-2-1-3",2
0,1,2,4,3,1,3,-0.707020120633347,0.694429239823319,0.719892419480335,0.495826805213187,"4-3","4-1","4-3","2-3","2-1","2-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","2-3-1","2-3-3","2-1-3","3-1-3","4-3-1-3","2-3-1-3",2
3,8,3,4,3,1,3,-0.707020120633347,-0.141312159758655,-0.602551260313902,0.117026077173745,"4-3","4-1","4-3","3-3","3-1","3-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","3-3-1","3-3-3","3-1-3","3-1-3","4-3-1-3","3-3-1-3",2
29,20,5,4,3,1,3,-0.707020120633347,0.406708344218082,-0.275726462894433,-0.376853353054895,"4-3","4-1","4-3","5-3","5-1","5-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","5-3-1","5-3-3","5-1-3","3-1-3","4-3-1-3","5-3-1-3",2
10,3,6,4,3,1,3,-0.707020120633347,0.505924775120451,0.45320880043722,-0.0220273546382023,"4-3","4-1","4-3","6-3","6-1","6-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","6-3-1","6-3-3","6-1-3","3-1-3","4-3-1-3","6-3-1-3",2
5,10,7,1,3,1,3,-0.707020120633347,0.881447821966723,0.260399841521967,-0.391238190828545,"1-3","1-1","1-3","7-3","7-1","7-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","7-3-1","7-3-3","7-1-3","3-1-3","1-3-1-3","7-3-1-3",2
1,0,8,1,3,1,3,-0.707020120633347,0.301751003426875,0.0726709137792464,-0.319314001960296,"1-3","1-1","1-3","8-3","8-1","8-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","8-3-1","8-3-3","8-1-3","3-1-3","1-3-1-3","8-3-1-3",2
2,0,9,5,3,1,3,-0.707020120633347,0.335656141829183,-0.129923294637316,-2.07905915627011,"5-3","5-1","5-3","9-3","9-1","9-3","3-1","3-3","1-3","5-3-1","5-3-3","5-1-3","9-3-1","9-3-3","9-1-3","3-1-3","5-3-1-3","9-3-1-3",2
7,4,10,3,3,1,3,-0.707020120633347,-0.249916666832181,0.180840000746796,-0.0172324087136524,"3-3","3-1","3-3","10-3","10-1","10-3","3-1","3-3","1-3","3-3-1","3-3-3","3-1-3","10-3-1","10-3-3","10-1-3","3-1-3","3-3-1-3","10-3-1-3",2
0,2,11,3,3,1,3,-0.707020120633347,-0.03074898931129,-0.518768299334906,0.265669400834791,"3-3","3-1","3-3","11-3","11-1","11-3","3-1","3-3","1-3","3-3-1","3-3-3","3-1-3","11-3-1","11-3-3","11-1-3","3-1-3","3-3-1-3","11-3-1-3",2
0,1,12,4,3,1,3,-0.707020120633347,0.899751193494662,-1.02244192880182,-0.348083677507595,"4-3","4-1","4-3","12-3","12-1","12-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","12-3-1","12-3-3","12-1-3","3-1-3","4-3-1-3","12-3-1-3",2
0,1,13,4,3,1,3,-0.707020120633347,-0.132802105099908,0.00651345778040452,0.78831850661073,"4-3","4-1","4-3","13-3","13-1","13-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","13-3-1","13-3-3","13-1-3","3-1-3","4-3-1-3","13-3-1-3",2
1,4,14,2,3,1,3,-0.707020120633347,0.099806055572495,-0.00834641542527003,-0.386443244903995,"2-3","2-1","2-3","14-3","14-1","14-3","3-1","3-3","1-3","2-3-1","2-3-3","2-1-3","14-3-1","14-3-3","14-1-3","3-1-3","2-3-1-3","14-3-1-3",2
1,0,16,2,3,1,3,-0.707020120633347,-0.0391915038536972,0.571803390538829,-0.12272121905375,"2-3","2-1","2-3","16-3","16-1","16-3","3-1","3-3","1-3","2-3-1","2-3-3","2-1-3","16-3-1","16-3-3","16-1-3","3-1-3","2-3-1-3","16-3-1-3",2
2,2,17,2,3,1,3,-0.707020120633347,-0.214998426684785,-0.0811438279187263,0.481441967439537,"2-3","2-1","2-3","17-3","17-1","17-3","3-1","3-3","1-3","2-3-1","2-3-3","2-1-3","17-3-1","17-3-3","17-1-3","3-1-3","2-3-1-3","17-3-1-3",2
0,2,20,1,3,1,3,-0.707020120633347,-0.181160828398817,0.939983140796909,-0.357673569356695,"1-3","1-1","1-3","20-3","20-1","20-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","20-3-1","20-3-3","20-1-3","3-1-3","1-3-1-3","20-3-1-3",2
0,1,21,1,3,1,3,-0.707020120633347,1.03212982151961,0.00496903571440589,-0.453572487847693,"1-3","1-1","1-3","21-3","21-1","21-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","21-3-1","21-3-3","21-1-3","3-1-3","1-3-1-3","21-3-1-3",2
3,2,22,1,3,1,3,-0.707020120633347,0.570290505991763,0.302070675680576,-0.746064189245237,"1-3","1-1","1-3","22-3","22-1","22-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","22-3-1","22-3-3","22-1-3","3-1-3","1-3-1-3","22-3-1-3",2
0,2,23,2,3,1,3,-0.707020120633347,-0.0302762084969152,0.399667563838931,-0.218620137544748,"2-3","2-1","2-3","23-3","23-1","23-3","3-1","3-3","1-3","2-3-1","2-3-3","2-1-3","23-3-1","23-3-3","23-1-3","3-1-3","2-3-1-3","23-3-1-3",2
2,2,24,2,3,1,3,-0.707020120633347,0.538479111195973,1.23190566617998,-0.223415083469298,"2-3","2-1","2-3","24-3","24-1","24-3","3-1","3-3","1-3","2-3-1","2-3-3","2-1-3","24-3-1","24-3-3","24-1-3","3-1-3","2-3-1-3","24-3-1-3",2
0,1,26,2,3,1,3,-0.707020120633347,-0.270719022664672,0.224777571790322,0.0355119964563965,"2-3","2-1","2-3","26-3","26-1","26-3","3-1","3-3","1-3","2-3-1","2-3-3","2-1-3","26-3-1","26-3-3","26-1-3","3-1-3","2-3-1-3","26-3-1-3",2
1,0,27,4,3,1,3,-0.707020120633347,-0.539663765927596,0.154142192318195,0.366363265250339,"4-3","4-1","4-3","27-3","27-1","27-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","27-3-1","27-3-3","27-1-3","3-1-3","4-3-1-3","27-3-1-3",2
0,1,28,2,3,1,3,-0.707020120633347,0.00126502583351812,0.0101494364550253,0.668444858496983,"2-3","2-1","2-3","28-3","28-1","28-3","3-1","3-3","1-3","2-3-1","2-3-3","2-1-3","28-3-1","28-3-3","28-1-3","3-1-3","2-3-1-3","28-3-1-3",2
3,1,29,4,3,1,3,-0.707020120633347,0.213813771953162,-0.534191463953206,-0.0747717598082512,"4-3","4-1","4-3","29-3","29-1","29-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","29-3-1","29-3-3","29-1-3","3-1-3","4-3-1-3","29-3-1-3",2
1,2,30,1,3,1,3,-0.707020120633347,0.952297404006605,0.751485210665428,-0.170670678299249,"1-3","1-1","1-3","30-3","30-1","30-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","30-3-1","30-3-3","30-1-3","3-1-3","1-3-1-3","30-3-1-3",2
6,5,31,1,3,1,3,-0.707020120633347,1.08676977563807,0.0463432931661646,-0.300134218262096,"1-3","1-1","1-3","31-3","31-1","31-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","31-3-1","31-3-3","31-1-3","3-1-3","1-3-1-3","31-3-1-3",2
12,11,32,4,3,1,3,-0.707020120633347,-0.509743494389305,-0.32648731875549,-0.1179262731292,"4-3","4-1","4-3","32-3","32-1","32-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","32-3-1","32-3-3","32-1-3","3-1-3","4-3-1-3","32-3-1-3",2
15,5,33,1,3,1,3,-0.707020120633347,-0.020010110813348,-0.328765609869447,-0.583036027810541,"1-3","1-1","1-3","33-3","33-1","33-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","33-3-1","33-3-3","33-1-3","3-1-3","1-3-1-3","33-3-1-3",2
0,1,37,3,3,1,3,-0.707020120633347,-0.594101099697038,-0.347655577468685,0.610905507402384,"3-3","3-1","3-3","37-3","37-1","37-3","3-1","3-3","1-3","3-3-1","3-3-3","3-1-3","37-3-1","37-3-3","37-1-3","3-1-3","3-3-1-3","37-3-1-3",2
0,4,38,4,3,1,3,-0.707020120633347,-0.0892387300610871,0.809898496344602,-0.237799921242948,"4-3","4-1","4-3","38-3","38-1","38-3","3-1","3-3","1-3","4-3-1","4-3-3","4-1-3","38-3-1","38-3-3","38-1-3","3-1-3","4-3-1-3","38-3-1-3",2
2,4,39,1,3,1,3,-0.707020120633347,-0.0464182963019978,0.0988279099039965,-0.199440353846549,"1-3","1-1","1-3","39-3","39-1","39-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","39-3-1","39-3-3","39-1-3","3-1-3","1-3-1-3","39-3-1-3",2
2,5,40,1,3,1,3,-0.707020120633347,0.281421428408759,-0.31214155974011,-0.645370324829689,"1-3","1-1","1-3","40-3","40-1","40-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","40-3-1","40-3-3","40-1-3","3-1-3","1-3-1-3","40-3-1-3",2
26,52,44,3,3,1,3,-0.707020120633347,-0.33643555586277,-0.756273478980924,0.414312724495838,"3-3","3-1","3-3","44-3","44-1","44-3","3-1","3-3","1-3","3-3-1","3-3-3","3-1-3","44-3-1","44-3-3","44-1-3","3-1-3","3-3-1-3","44-3-1-3",2
2,0,46,1,3,1,3,-0.707020120633347,0.116420924191952,0.393663890466099,-0.63098548705604,"1-3","1-1","1-3","46-3","46-1","46-3","3-1","3-3","1-3","1-3-1","1-3-3","1-1-3","46-3-1","46-3-3","46-1-3","3-1-3","1-3-1-3","46-3-1-3",2
0,1,47,3,3,1,3,-0.707020120633347,0.529293655373834,-0.035644409198233,0.0594867260791461,"3-3","3-1","3-3","47-3","47-1","47-3","3-1","3-3","1-3","3-3-1","3-3-3","3-1-3","47-3-1","47-3-3","47-1-3","3-1-3","3-3-1-3","47-3-1-3",2
